row_index,task_id,instructions,operands,blocks,control_edges,dataflow_edges,current_graph_chars,current_graph_cl100k_proxy_tokens,compact_positions_flat,compact_positions_pooled,flat_reduction_vs_proxy,pooled_reduction_vs_proxy
598,sigless_b368cb06bde1,55,88,12,15,11,5052,1595,156,68,10.224,23.456
2118,sigless_c74b344ea414,66,114,8,10,8,4569,1585,189,75,8.386,21.133
442,sigless_cdc7c1159a85,78,137,6,6,7,4302,1571,222,85,7.077,18.482
521,sigless_c41729040615,69,115,8,9,7,4467,1562,193,78,8.093,20.026
781,sigless_b0affe348ad0,55,91,11,13,9,4871,1561,158,67,9.88,23.299
1051,sigless_dc6d7156f280,71,121,8,9,7,4431,1549,201,80,7.706,19.363
1384,sigless_e1ff015639f8,61,98,10,11,10,4623,1540,170,72,9.059,21.389
1712,sigless_213fc2bb261b,56,91,10,13,12,4747,1538,158,67,9.734,22.955
531,sigless_6e4974ba05d6,65,108,9,10,7,4491,1524,183,75,8.328,20.32
41,sigless_de21a24ed292,85,143,6,6,5,4093,1520,235,92,6.468,16.522
289,sigless_7e60582b33f7,71,123,7,8,8,4281,1515,202,79,7.5,19.177
644,sigless_4465ff991c91,59,96,9,11,9,4499,1506,165,69,9.127,21.826
30,sigless_34e9dc99606e,57,93,9,12,5,4405,1500,160,67,9.375,22.388
1559,sigless_68b836dc17cb,60,100,8,10,12,4439,1497,169,69,8.858,21.696
94,sigless_492b0a274933,72,123,6,6,6,4059,1490,202,79,7.376,18.861
479,sigless_a81d20cd6514,43,64,11,14,13,4776,1489,119,55,12.513,27.073
596,sigless_99f8118ac550,62,105,8,9,10,4340,1489,176,71,8.46,20.972
1187,sigless_98747a98cae3,62,105,8,10,5,4284,1487,176,71,8.449,20.944
478,sigless_022d6a0cd643,43,64,11,14,13,4775,1478,119,55,12.42,26.873
1193,sigless_743b302a38bb,51,87,11,14,14,4728,1475,150,63,9.833,23.413
484,sigless_01126ebb4601,57,93,9,11,8,4392,1469,160,67,9.181,21.925
554,sigless_612c31a40df0,49,83,11,14,11,4624,1468,144,61,10.194,24.066
2122,sigless_fcd2fb050bf6,59,98,8,10,10,4315,1454,166,68,8.759,21.382
464,sigless_cfc3df3a60ca,70,118,6,6,3,3914,1453,195,77,7.451,18.87
480,sigless_d90d5bfe312c,41,62,11,14,14,4699,1452,115,53,12.626,27.396
485,sigless_9d5e16d49caa,73,127,6,6,6,3957,1452,207,80,7.014,18.15
986,sigless_5af03fd8ef7b,50,85,11,14,11,4646,1452,147,62,9.878,23.419
269,sigless_a7ae11d407e8,71,122,6,6,6,3996,1440,200,78,7.2,18.462
1560,sigless_9815c3a7cb3e,51,82,10,12,11,4495,1437,144,62,9.979,23.177
579,sigless_84449734ca07,64,106,8,9,7,4216,1433,179,73,8.006,19.63
553,sigless_3b143aa33af0,58,97,8,9,9,4216,1416,164,67,8.634,21.134
1142,sigless_073ef50050bd,62,102,8,9,7,4165,1414,173,71,8.173,19.915
586,sigless_bef2e2baa600,51,80,10,12,10,4431,1409,142,62,9.923,22.726
1102,sigless_b64bb0d0dd70,62,108,7,8,8,4015,1402,178,70,7.876,20.029
466,sigless_7242b7e9018b,47,74,10,13,12,4386,1400,132,58,10.606,24.138
560,sigless_16d8465cf32f,44,73,11,14,9,4445,1394,129,56,10.806,24.893
223,sigless_f430d8eed10f,69,120,6,6,3,3817,1391,196,76,7.097,18.303
928,sigless_73f9e7c2b2e2,66,111,6,7,5,3892,1390,184,73,7.554,19.041
2074,sigless_f313c6aa6b38,60,102,7,9,5,3990,1388,170,68,8.165,20.412
1838,sigless_f2b73e56a10d,55,92,7,9,5,3805,1311,155,63,8.458,20.81
453,sigless_ac8a1737bea8,60,96,7,7,5,3717,1308,164,68,7.976,19.235
527,sigless_d790ff6bf02e,40,64,10,13,13,4248,1306,115,51,11.357,25.608
251,sigless_7a2f94b2a4cb,66,109,5,5,5,3431,1302,181,72,7.193,18.083
120,sigless_32e3cbeb2171,64,110,5,5,5,3487,1277,180,70,7.094,18.243
584,sigless_069856d0b7f4,58,99,7,8,8,3738,1277,165,66,7.739,19.348
549,sigless_6ed6d93b57fc,53,89,7,9,5,3748,1274,150,61,8.493,20.885
566,sigless_f3e2c3b85193,44,71,8,9,10,3860,1269,124,53,10.234,23.943
113,sigless_79a8dd260f8c,56,93,7,8,7,3743,1266,157,64,8.064,19.781
111,sigless_5e9dafb2479a,63,106,5,5,5,3461,1263,175,69,7.217,18.304
632,sigless_3f2345010a60,34,54,11,14,10,4175,1251,100,46,12.51,27.196
565,sigless_db7feaefc962,37,55,10,12,11,4018,1250,103,48,12.136,26.042
2008,sigless_db577636f2a7,51,85,7,9,5,3665,1247,144,59,8.66,21.136
2181,sigless_793fa2336cda,63,110,5,5,4,3358,1247,179,69,6.966,18.072
582,sigless_2499f3b025bd,45,67,11,11,10,4079,1245,124,57,10.04,21.842
1787,sigless_0c2f2f6c7b35,57,98,6,7,5,3528,1241,162,64,7.66,19.391
1789,sigless_db465188cf87,53,90,7,8,6,3641,1239,151,61,8.205,20.311
182,sigless_ac9813d5b875,61,102,5,5,5,3396,1235,169,67,7.308,18.433
1024,sigless_d5c0ef06d7a0,58,94,6,6,6,3516,1225,159,65,7.704,18.846
266,sigless_614262e191e5,61,105,5,5,5,3373,1223,172,67,7.11,18.254
202,sigless_a53daafdb2f6,67,115,5,5,5,3331,1217,188,73,6.473,16.671
522,sigless_0b6290c1bc5f,50,83,7,9,5,3615,1214,141,58,8.61,20.931
1764,sigless_9f4beb9e13c3,36,59,9,11,15,3870,1205,105,46,11.476,26.196
207,sigless_031f51486eea,41,63,9,11,5,3729,1187,114,51,10.412,23.275
1043,sigless_0a931bf567b8,48,75,8,9,7,3659,1185,132,57,8.977,20.789
465,sigless_c9096e0ddd6f,57,99,5,5,3,3190,1184,162,63,7.309,18.794
1446,sigless_ec2433dcab23,54,87,6,6,6,3382,1184,148,61,8.0,19.41
855,sigless_6a8dc6897ded,57,100,5,5,5,3198,1182,163,63,7.252,18.762
2163,sigless_96857a2fd055,58,97,6,6,4,3338,1179,162,65,7.278,18.138
490,sigless_124e664fe662,44,69,8,10,7,3606,1172,122,53,9.607,22.113
492,sigless_d4fca4a02691,36,56,8,10,10,3607,1159,101,45,11.475,25.756
556,sigless_6db71c675d48,53,85,6,6,6,3336,1154,145,60,7.959,19.233
67,sigless_6008c0594bc3,58,92,6,4,2,3235,1148,157,65,7.312,17.662
87,sigless_fc59d9400c13,47,73,7,9,3,3416,1147,128,55,8.961,20.855
514,sigless_ac8cdbdba57a,49,79,7,8,5,3417,1145,136,57,8.419,20.088
568,sigless_138ce9eaad5e,48,77,7,8,5,3399,1142,133,56,8.586,20.393
71,sigless_73473598ab1b,56,91,5,5,5,3179,1141,153,62,7.458,18.403
576,sigless_9943023d2aba,50,80,7,7,6,3393,1141,138,58,8.268,19.672
546,sigless_f5df9c453178,45,69,8,8,5,3487,1133,123,54,9.211,20.981
212,sigless_a5d336663a62,58,95,5,4,3,3111,1129,159,64,7.101,17.641
537,sigless_e9eb6e557575,54,90,5,5,5,3163,1129,150,60,7.527,18.817
1182,sigless_40c2d861da38,52,83,6,6,6,3269,1123,142,59,7.908,19.034
491,sigless_ff00215d103e,38,61,8,10,8,3519,1117,108,47,10.343,23.766
1515,sigless_d2c37f7a90d8,50,80,6,6,6,3221,1108,137,57,8.088,19.439
21,sigless_24891ee6efde,52,88,5,5,4,3053,1105,146,58,7.568,19.052
536,sigless_4f9074a7eed5,54,92,5,5,4,3066,1104,152,60,7.263,18.4
533,sigless_7c692ff41d8b,54,94,5,5,4,3041,1100,154,60,7.143,18.333
373,sigless_28044f7b7ba4,54,86,5,5,5,3016,1095,146,60,7.5,18.25
213,sigless_fda7afb45ae6,55,87,6,4,2,3089,1083,149,62,7.268,17.468
77,sigless_a3ae4fa21692,54,87,5,5,4,3048,1082,147,60,7.361,18.033
1676,sigless_3366bdb728e8,52,87,5,5,4,3006,1072,145,58,7.393,18.483
511,sigless_68e70b6e3ee0,48,76,6,6,5,3121,1070,131,55,8.168,19.455
557,sigless_b11b19c460d3,47,74,6,6,6,3112,1056,128,54,8.25,19.556
2072,sigless_a4d00017dbef,50,84,5,5,2,2879,1034,140,56,7.386,18.464
508,sigless_921a14a5f720,45,70,6,6,5,3023,1030,122,52,8.443,19.808
198,sigless_fca848de5fa1,56,85,5,5,1,2779,1028,147,62,6.993,16.581
233,sigless_76f885fdf899,50,78,5,5,2,2947,1028,134,56,7.672,18.357
572,sigless_a379eff40271,39,62,6,7,3,2924,977,108,46,9.046,21.239
1332,sigless_d1eaa8d7b257,36,58,7,8,4,3004,976,102,44,9.569,22.182
517,sigless_8d4eee82bddf,26,38,8,10,8,3154,946,73,35,12.959,27.029
1603,sigless_03c031fc2414,41,68,6,6,4,2808,945,116,48,8.147,19.688
1527,sigless_376676a7954f,47,79,4,4,3,2605,943,131,52,7.198,18.135
578,sigless_0de0b2c1403b,47,81,4,4,3,2521,920,133,52,6.917,17.692
1080,sigless_a5960753609a,46,79,4,4,3,2524,916,130,51,7.046,17.961
837,sigless_86dddf478ce3,48,81,4,4,3,2513,904,134,53,6.746,17.057
1039,sigless_3c0642849805,44,75,4,4,3,2441,885,124,49,7.137,18.061
489,sigless_851ca47e8650,44,73,4,4,3,2472,883,122,49,7.238,18.02
534,sigless_4c8b59edb066,40,62,5,5,4,2537,869,108,46,8.046,18.891
488,sigless_160db68bff81,42,69,4,4,3,2412,862,116,47,7.431,18.34
577,sigless_d50058854fcb,45,74,4,4,3,2433,857,124,50,6.911,17.14
585,sigless_245fb6173f5d,43,73,4,4,3,2408,857,121,48,7.083,17.854
191,sigless_179bd653c6f4,43,66,4,4,2,2384,848,114,48,7.439,17.667
175,sigless_704a38ed6e57,43,70,4,4,3,2379,841,118,48,7.127,17.521
97,sigless_328d057a3918,40,67,4,4,2,2293,829,112,45,7.402,18.422
581,sigless_d31452461c65,40,64,4,4,3,2350,822,109,45,7.541,18.267
1130,sigless_886756ad8bf3,38,61,4,4,3,2333,822,104,43,7.904,19.116
550,sigless_13119a589f29,39,65,4,4,3,2307,818,109,44,7.505,18.591
580,sigless_f156abe23b40,38,58,5,5,4,2425,817,102,44,8.01,18.568
519,sigless_83287f2a7c2f,37,59,4,4,3,2306,806,101,42,7.98,19.19
594,sigless_211bc5d1b816,36,54,5,5,4,2395,802,96,42,8.354,19.095
1008,sigless_58746dfa400d,36,55,5,5,4,2398,798,97,42,8.227,19.0
318,sigless_215e52943b05,37,59,4,4,3,2225,796,101,42,7.881,18.952
994,sigless_750cbb2afc88,37,59,4,4,3,2285,796,101,42,7.881,18.952
588,sigless_fae4f3e5cb6e,39,64,4,4,3,2267,795,108,44,7.361,18.068
2026,sigless_574f0e5c20e4,39,65,4,4,3,2257,792,109,44,7.266,18.0
189,sigless_6af9fceb80e8,40,62,4,4,3,2234,790,107,45,7.383,17.556
503,sigless_1e074deb3f08,35,53,5,5,4,2344,780,94,41,8.298,19.024
591,sigless_daeaf17b365c,38,63,4,4,3,2218,775,106,43,7.311,18.023
76,sigless_c2416805fabe,39,60,4,4,3,2177,766,104,44,7.365,17.409
525,sigless_083954eb2fb3,37,61,4,4,3,2200,763,103,42,7.408,18.167
633,sigless_561333b633a8,36,57,4,4,2,2188,762,98,41,7.776,18.585
486,sigless_51bfb44ffc84,36,59,4,4,3,2171,754,100,41,7.54,18.39
194,sigless_3cbb0f19e999,39,60,4,4,3,2177,748,104,44,7.192,17.0
192,sigless_5674ae7f919c,36,56,4,4,2,2132,747,97,41,7.701,18.22
589,sigless_de6a5acac393,35,55,4,4,2,2142,744,95,40,7.832,18.6
530,sigless_ee6974eab08e,34,55,4,4,2,2104,733,94,39,7.798,18.795
555,sigless_0c8772846c12,36,59,4,4,3,2128,732,100,41,7.32,17.854
1698,sigless_dd197882897f,34,56,4,4,2,2075,719,95,39,7.568,18.436
528,sigless_e9d0414a6c4c,32,50,4,4,2,2073,718,87,37,8.253,19.405
795,sigless_a1c47e9a6462,32,49,4,4,2,2056,715,86,37,8.314,19.324
544,sigless_de99a1e30701,32,49,4,4,3,2071,704,86,37,8.186,19.027
1726,sigless_af90c8d47630,33,54,4,4,3,2049,703,92,38,7.641,18.5
574,sigless_d518be7dacdd,33,54,4,4,3,2049,701,92,38,7.62,18.447
1800,sigless_4842bfa84b52,32,51,4,4,2,2035,700,88,37,7.955,18.919
539,sigless_bcd24e6f2c18,31,48,4,4,2,2025,690,84,36,8.214,19.167
545,sigless_7a0508b02c83,24,38,6,7,4,2266,683,69,31,9.899,22.032
573,sigless_2109d025019a,31,48,4,4,2,1971,674,84,36,8.024,18.722
1587,sigless_e9d0502871e3,32,52,4,4,2,1967,674,89,37,7.573,18.216
523,sigless_358a4b71825b,31,50,4,4,2,1941,662,86,36,7.698,18.389
590,sigless_1b1ea7b75cff,30,46,4,4,1,1949,662,81,35,8.173,18.914
1137,sigless_e42f027e1199,30,47,4,4,1,1922,661,82,35,8.061,18.886
142,sigless_06eea7f52fba,35,53,4,4,2,1893,655,93,40,7.043,16.375
592,sigless_9349d2199f5c,31,50,4,4,2,1934,654,86,36,7.605,18.167
595,sigless_739912711571,31,50,4,4,2,1934,654,86,36,7.605,18.167
540,sigless_5a30d6da004b,29,45,4,4,1,1874,635,79,34,8.038,18.676
66,sigless_42cd7721fadd,29,46,4,4,1,1814,618,80,34,7.725,18.176
225,sigless_0c6f2eaae053,29,43,4,4,1,1794,616,77,34,8.0,18.118
518,sigless_036147af4595,29,46,4,4,1,1819,611,80,34,7.638,17.971
863,sigless_2f2b9da28def,28,43,3,3,1,1616,556,75,32,7.413,17.375
1334,sigless_08a97c3f3f6b,27,41,3,3,1,1589,555,72,31,7.708,17.903
1355,sigless_9069c08f5f4b,28,45,3,3,1,1583,554,77,32,7.195,17.312
542,sigless_808e9e3c429f,27,41,3,3,1,1569,546,72,31,7.583,17.613
547,sigless_019cb11e62b5,27,43,3,3,1,1548,538,74,31,7.27,17.355
201,sigless_54284a2441d7,27,38,3,3,1,1549,535,69,31,7.754,17.258
1700,sigless_b4ffa3e03e0f,28,44,3,3,1,1559,533,76,32,7.013,16.656
769,sigless_b44f5ee43b05,26,41,3,3,1,1491,527,71,30,7.423,17.567
308,sigless_0c02b49e2d83,26,37,3,3,1,1500,519,67,30,7.746,17.3
506,sigless_4760e7483bb0,26,41,3,3,1,1487,512,71,30,7.211,17.067
600,sigless_fc309b4888da,24,36,3,3,1,1488,508,64,28,7.938,18.143
529,sigless_0b1aeec69fdd,23,34,3,3,1,1461,497,61,27,8.148,18.407
710,sigless_f529c5a7cbbb,25,39,3,3,1,1461,497,68,29,7.309,17.138
227,sigless_eb7c1fd303d8,25,36,3,3,1,1438,491,65,29,7.554,16.931
538,sigless_91040f015e13,23,34,3,3,1,1441,489,61,27,8.016,18.111
226,sigless_1411951dfcee,23,34,3,3,1,1427,477,61,27,7.82,17.667
106,sigless_a32cb6578893,23,33,3,3,1,1372,475,60,27,7.917,17.593
454,sigless_5e822176f9e7,21,28,3,3,1,1344,462,53,25,8.717,18.48
494,sigless_2dc4fe21c7f5,22,32,3,3,1,1345,446,58,26,7.69,17.154
81,sigless_8c4a598f53c2,19,25,3,3,1,1288,433,48,23,9.021,18.826
1230,sigless_ee918d23b3db,21,31,3,3,1,1295,432,56,25,7.714,17.28
1246,sigless_542ea202d1d5,21,30,3,3,1,1334,431,55,25,7.836,17.24
482,sigless_e2e78e142120,19,27,3,3,1,1270,420,50,23,8.4,18.261
107,sigless_881bd76a8215,17,22,3,3,1,1227,402,43,21,9.349,19.143
231,sigless_18226b85cb19,17,21,3,3,1,1220,398,42,21,9.476,18.952
487,sigless_dca382e64e86,17,23,3,3,1,1233,397,44,21,9.023,18.905
1255,sigless_7a06161c48cb,16,22,3,3,1,1187,380,42,20,9.048,19.0
206,sigless_438e8e99ae4c,15,19,3,3,1,1163,375,38,19,9.868,19.737
493,sigless_a093bdc74b83,16,21,3,3,1,1165,375,41,20,9.146,18.75
449,sigless_a26b35e44f9b,14,17,3,3,1,1126,348,35,18,9.943,19.333
302,sigless_a5a2e7a18847,14,17,3,3,1,1114,347,35,18,9.914,19.278
181,sigless_7923bae67139,14,17,3,3,1,1126,346,35,18,9.886,19.222
883,sigless_8013cbe9fe7c,14,18,3,3,1,1119,344,36,18,9.556,19.111
2,sigless_b96e50595783,13,16,3,3,1,1103,342,33,17,10.364,20.118
185,sigless_eb2688fbe445,12,14,3,3,1,1070,329,30,16,10.967,20.562
468,sigless_37f20fac0066,11,12,3,3,1,1068,324,27,15,12.0,21.6
